"document_id","mention_id","table_id","relation","related_table_cells","exact","count","mention_table_id","mention"
4300,23888,45720,"sum","7,8,9,10,",True,"3",39052,"39"
4300,23892,45720,"sum","7,8,9,10,12,13,14,15,17,18,19,20,",True,"3",39058,"98"
4325,23972,46072,"same","3,",True,"3",39150,"14"
4325,23973,46072,"same","2,",True,"3",39151,"30"
4664,25500,53141,"same","3,",True,"3",41622,"14"
4664,25501,53141,"same","6,",True,"3",41623,"22"
4741,25851,54342,"same","7,",True,"3",42069,"29"
4741,25852,54342,"same","17,",True,"3",42071,"34"
4741,25850,54342,"same","12,",True,"2",42067,"96 percent"
4837,26321,57024,"same","24,",False,"3",42793,"10.5 percent"
4837,26320,57024,"same","8,",False,"3",42792,"27.2 percent"
4970,26955,59995,"same","7,",True,"3",43588,"13"
4970,26957,59995,"same","8,",True,"3",43589,"29"
4972,26962,60015,"same","8,",True,"3",43594,"114"
4972,26963,60015,"same","7,",True,"3",43595,"35"
4977,26978,60083,"same","15,",True,"3",43610,"$399"
4977,26979,60083,"same","15,",True,"3",43611,"$399"
4978,26986,60096,"same","21,",True,"3",43615,"$299"
4978,26985,60096,"same","18,",False,"3",43614,"$350"
5025,27330,60985,"same","8,",True,"3",44091,"15"
5025,27328,60985,"same","7,",True,"3",44083,"16"
5025,27329,60985,"same","8,",True,"3",44087,"4.5"
5063,27461,61894,"same","11,",False,"2",44394,"$10.3 Billion"
5063,27462,61894,"same","31,",True,"3",44395,"$1.38"
5063,27463,61894,"same","12,",True,"3",44396,"6%"
5064,27470,61911,"same","36,",True,"3",44403,"12%"
5064,27469,61911,"same","32,",True,"3",44402,"8%"
5065,27472,61929,"same","19,",True,"3",44407,"19.8%"
5065,27471,61929,"same","16,",True,"3",44404,"2%"
5065,27473,61929,"same","20,",True,"3",44410,"30"
5067,27476,61947,"same","16,",True,"3",44412,"14%"
5067,27477,61947,"same","19,",True,"3",44413,"14.8%"
5067,27478,61947,"same","20,",True,"3",44414,"50"
5068,27480,61966,"same","19,",True,"3",44418,"18.0%"
5068,27479,61966,"same","16,",True,"3",44416,"8%"
5070,27485,62011,"same","19,",True,"3",44432,"16.4%"
5070,27486,62011,"same","20,",True,"3",44433,"310"
5070,27484,62011,"same","16,",True,"3",44431,"33%"
5215,28268,64366,"same","9,",True,"3",45370,"15"
5215,28269,64366,"same","2,",True,"3",45371,"27"
5348,28918,66456,"same","100,",True,"3",46156,"$0.93"
5348,28919,66456,"same","98,",True,"3",46158,"$0.96"
5348,28920,66456,"rat","98,100,",False,"2",46160,"3%"
5352,28931,66501,"rat","102,104,",False,"3",46172,"2%"
5352,28930,66501,"same","102,",True,"3",46171,"$2.77"
5352,28929,66501,"same","104,",True,"3",46170,"$2.83"
5553,29739,69629,"same","11,",True,"3",47199,"25.7%"
5553,29740,69629,"same","12,",True,"3",47201,"27.4%"
5554,29744,69633,"same","18,",True,"2",47206,"22.6%"
5554,29742,69633,"same","17,",True,"2",47203,"23.7%"
5556,29748,69638,"same","23,",True,"2",47211,"36.3%"
5556,29750,69638,"same","24,",True,"2",47213,"57.5%"
5558,29758,69644,"same","18,",True,"2",47218,"11.4%"
5558,29759,69644,"same","24,",True,"2",47222,"40.1%"
5576,29849,69689,"dif","2,3,",False,"2",47318,"2.5 million"
5576,29846,69689,"same","5,",True,"3",47315,"$271"
5576,29847,69689,"dif","5,6,",True,"2",47316,"$5"
5576,29850,69689,"same","3,",False,"3",47319,"62.5 million"
5576,29848,69689,"same","2,",False,"3",47317,"65 million"
5578,29862,69697,"dif","5,6,",True,"2",47325,"$18,200"
5578,29861,69697,"same","5,",True,"2",47323,"$67,100"
5578,29863,69697,"same","6,",True,"2",47327,"$85,300"
5582,29879,69703,"same","3,",False,"2",47348,"43 percent"
5633,30142,69959,"same","6,",True,"3",47695,"35.8%"
5634,30152,69961,"same","8,",True,"3",47701,"110"
5634,30150,69961,"same","7,",True,"3",47700,"36.9%"
5656,30322,69994,"rat","72,78,",False,"2",47840,"24%"
5656,30322,69994,"same","84,",True,"2",47840,"24%"
5656,30320,69994,"rat","72,75,",False,"2",47839,"65%"
5657,30336,69996,"rat","104,110,",False,"2",47846,"15%"
5657,30336,69996,"same","116,",True,"2",47846,"15%"
5657,30338,69996,"rat","120,123,",False,"2",47848,"20%"
5657,30338,69996,"same","129,",True,"2",47848,"20%"
5657,30340,69996,"rat","120,126,",False,"2",47850,"40%"
5657,30340,69996,"same","132,",True,"2",47850,"40%"
5657,30334,69996,"rat","104,107,",False,"2",47844,"8%"
5657,30334,69996,"same","113,",True,"2",47844,"8%"
5693,30578,70141,"same","6,",True,"3",48177,"60"
5693,30579,70140,"sum","14,18,",True,"3",48169,"72"
5695,30584,70152,"sum","2,11,20,29,38,47,56,65,",True,"2",48193,"101"
5695,30586,70151,"same","8,",True,"3",48185,"18%"
5728,30754,70355,"same","12,",True,"2",48439,"13"
5728,30755,70355,"same","18,",True,"3",48442,"16"
5728,30756,70355,"same","22,",True,"3",48443,"18"
5728,30753,70355,"same","13,",False,"3",48438,"45 percent"
5730,30760,70373,"same","16,",True,"3",48451,"50 percent"
5730,30759,70373,"same","4,",True,"3",48449,"78 percent"
5731,30761,70384,"same","13,",True,"3",48452,"88.3 percent"
5736,30797,70422,"same","8,",True,"3",48496,"12.4"
5736,30799,70422,"same","9,",True,"3",48504,"13.2"
5736,30802,70422,"same","10,",True,"3",48506,"13.9"
5736,30803,70422,"same","11,",True,"3",48498,"14.2"
5785,31040,70560,"same","6,",True,"2",48772,"$0.17"
5785,31044,70560,"same","9,",True,"3",48777,"$0.18"
5785,31038,70560,"same","5,",True,"2",48770,"$0.19"
5785,31042,70560,"same","8,",True,"3",48774,"$0.22"
5790,31073,70592,"same","21,",False,"2",48799,"24,000"
5790,31071,70592,"same","14,",False,"3",48797,"27,000"
5790,31075,70592,"same","28,",False,"2",48801,"3,000"
5795,31085,70640,"same","2,",True,"3",48824,"10%"
5795,31086,70630,"same","5,",True,"3",48825,"59%"
5796,31097,70646,"same","8,",True,"3",48836,"26%"
5796,31096,70646,"same","5,",True,"3",48835,"75%"
5802,31115,70698,"same","14,",True,"3",48853,"64%"
5803,31120,70707,"same","11,",True,"5",48857,"28%"
5803,31122,70707,"same","5,",True,"3",48859,"35%"
5805,31125,70730,"same","8,",True,"3",48874,"15%"
5805,31124,70730,"same","2,",True,"3",48872,"85%"
5887,31638,71068,"same","2,",True,"3",49484,"$108.6 million"
5887,31641,71068,"rat","2,3,",False,"3",49486,"15 percent"
5887,31639,71068,"same","3,",True,"2",49485,"$94.8 million"
5889,31654,71072,"same","6,",True,"3",49507,"$0.15"
5889,31658,71072,"same","9,",True,"3",49499,"$0.18"
5889,31651,71072,"same","5,",True,"2",49503,"$0.20"
5889,31656,71072,"same","8,",True,"3",49495,"$0.21"
5961,32022,71691,"same","3,",True,"3",50005,"$0.01"
5961,32023,71691,"same","2,",True,"3",50006,"2,000,000"
5962,32026,71695,"same","16,",True,"2",50008,"$15,000"
5962,32024,71695,"same","12,",True,"2",50007,"$5,000"
5987,32167,71787,"same","15,",True,"3",50160,"16"
6063,32536,72199,"same","15,",True,"3",50657,"$14,000"
6063,32540,72199,"same","12,",True,"3",50672,"$2,500"
6063,32544,72199,"same","12,",True,"3",50680,"$2,500)"
6063,32538,72199,"same","11,",True,"3",50668,"$3,000"
6063,32535,72199,"same","9,",True,"3",50655,"$6,000"
6063,32541,72199,"same","18,",True,"3",50674,"$6,000"
6063,32545,72199,"same","18,",True,"3",50682,"$6,000)"
6063,32539,72199,"same","17,",True,"3",50670,"$7,000"
6089,32682,72277,"same","8,",True,"3",50826,"$0.05"
6089,32683,72277,"same","9,",True,"2",50827,"$250,000"
6089,32681,72277,"same","7,",True,"2",50828,"5,000,000"
6089,32684,72277,"same","7,",True,"2",50829,"5,000,000"
6092,32698,72307,"same","42,",True,"3",50844,"$13,212"
6092,32697,72307,"same","38,",True,"2",50843,"$42,088"
6095,32712,72331,"same","13,",True,"2",50857,"$0.05"
6095,32711,72331,"same","12,",True,"3",50856,"7.5 million"
6122,32819,72505,"same","11,",True,"2",51036,"$1,588"
6122,32816,72505,"same","20,",True,"3",51030,"$2,063"
6122,32820,72505,"dif","11,20,",True,"2",51038,"$475"
6225,33299,72890,"same","8,",True,"3",51675,"$1,400"
6225,33300,72890,"same","9,",True,"3",51677,"$2,240)"
6225,33298,72890,"same","7,",True,"3",51673,"$28,000"
6225,33297,72890,"same","10,",True,"3",51672,"$31,640"
6225,33297,72890,"sum","7,8,9,",True,"2",51672,"$31,640"
6255,33465,73007,"same","8,",True,"3",51904,"16"
6255,33464,73007,"same","7,",True,"3",51903,"164"
6259,33480,73015,"same","3,",True,"3",51918,"70%"
6259,33482,73015,"same","5,",True,"3",51920,"77%"
6259,33484,73015,"same","7,",True,"3",51922,"84%"
6259,33486,73015,"same","9,",True,"3",51924,"90%"
6274,33545,73085,"same","36,",True,"3",51998,"100%"
6274,33550,73085,"same","42,",True,"3",52003,"200"
6274,33548,73085,"same","26,",True,"2",52001,"24"
6274,33547,73085,"same","31,",True,"2",52000,"30"
6274,33546,73085,"same","24,",True,"3",51999,"50"
6274,33549,73085,"same","40,",True,"3",52002,"500"
6275,33552,73100,"same","10,",True,"3",52005,"2452"
6280,33570,73272,"same","10,",True,"3",52043,"$101.4 million"
6280,33572,73272,"rat","6,7,",False,"2",52045,"3%"
6280,33572,73272,"same","8,",True,"2",52045,"3%"
6280,33569,73272,"same","6,",True,"3",52041,"$305.3 million"
6280,33574,73272,"rat","10,11,",False,"2",52047,"46%"
6280,33574,73272,"same","12,",True,"2",52047,"46%"
6281,33576,73274,"dif","6,7,",True,"3",52054,"$12.0 million"
6281,33577,73274,"rat","6,7,",False,"2",52055,"13%"
6281,33580,73274,"rat","10,11,",False,"2",52052,"238%"
6281,33580,73274,"same","12,",True,"2",52052,"238%"
6281,33579,73274,"dif","10,11,",True,"3",52051,"$48.6 million"
6281,33578,73274,"same","10,",True,"3",52050,"$69.0 million"
6281,33575,73274,"same","6,",True,"3",52053,"$82.0 million"
6383,34043,74856,"same","12,",True,"3",52600,"47 percent"
6383,34044,74856,"same","9,",False,"3",52601,"92.1 million"
6479,34454,75549,"sum","5,10,20,",True,"2",53952,"$20,000"
6479,34451,75549,"same","5,",True,"3",53949,"$20,000)"
6479,34452,75549,"same","10,",True,"3",53950,"$32,000"
6479,34453,75549,"same","20,",True,"3",53951,"$8,000"
6479,34455,75549,"same","26,",True,"3",53953,"$80,000"
6535,34820,75748,"dif","9,10,",True,"2",54424,"140"
6535,34820,75748,"same","11,",True,"2",54424,"140"
6535,34814,75748,"same","9,",True,"3",54418,"280"
6535,34810,75748,"same","8,",True,"3",54414,"3500 (Kcal/kg)"
6535,34817,75748,"same","10,",True,"3",54421,"420"
6537,34830,75751,"same","8,",True,"5",54434,"3500"
6537,34832,75751,"same","12,",True,"3",54436,"4500"
6537,34833,75751,"same","16,",True,"3",54437,"4770"
6596,35260,76134,"same","13,",True,"2",55094,"1000"
6596,35259,76134,"same","4,",True,"2",55093,"250"
6620,35487,76349,"same","19,",True,"2",55780,"0.0%"
6620,35486,76349,"same","2,",True,"3",55786,"2,352"
6620,35486,76349,"sum","7,12,",True,"2",55786,"2,352"
6620,35484,76349,"same","8,",True,"3",55782,"47.6%"
6620,35485,76349,"percentage","2,12,",False,"2",55784,"52.4%"
6620,35485,76349,"same","13,",True,"2",55784,"52.4%"
6621,35489,76362,"sum","3,8,",True,"3",55807,"375"
6621,35490,76362,"sum","23,28,",True,"3",55809,"504"
6622,35494,76376,"same","12,",True,"2",55834,"13"
6622,35492,76376,"same","2,",True,"2",55830,"2,192"
6622,35493,76376,"same","7,",True,"3",55832,"418"
6623,35496,76389,"same","9,",True,"3",55856,"11.6%"
6623,35498,76389,"same","19,",True,"3",55860,"38.3%"
6623,35495,76389,"same","4,",True,"2",55854,"43.8%"
6623,35497,76389,"same","14,",True,"2",55858,"5.8%"
6624,35500,76403,"same","28,",True,"3",55884,"1,353"
6624,35500,76403,"sum","3,8,13,18,",True,"2",55884,"1,353"
6624,35504,76403,"percentage","13,28,",False,"2",55892,"1.8%"
6624,35504,76403,"same","14,",True,"2",55892,"1.8%"
6624,35503,76403,"same","9,",True,"3",55890,"32.7%"
6624,35506,76403,"same","23,",True,"3",55896,"586"
6624,35505,76403,"same","19,",True,"3",55894,"5.9%"
6624,35502,76403,"same","4,",True,"2",55888,"59.5%"
6625,35509,76416,"same","13,",True,"3",55920,"16.1%"
6625,35510,76416,"percentage","17,22,",False,"2",55922,"3.3%"
6625,35510,76416,"same","18,",True,"2",55922,"3.3%"
6625,35507,76416,"same","3,",True,"3",55916,"39.0%"
6625,35508,76416,"percentage","7,22,",False,"2",55918,"41.5%"
6625,35508,76416,"same","8,",True,"2",55918,"41.5%"
6625,35511,76416,"same","22,",True,"3",55924,"602"
6625,35511,76416,"sum","2,7,12,17,",True,"2",55924,"602"
6626,35515,76430,"same","19,",True,"3",55949,"0.3%"
6626,35514,76430,"same","14,",True,"3",55947,"25.5%"
6626,35512,76430,"same","4,",True,"2",55943,"66.1%"
6626,35513,76430,"same","9,",True,"3",55945,"8.1%"
6628,35519,76453,"same","14,",True,"3",55952,"27.1%"
6628,35517,76453,"same","9,",True,"3",55951,"27.4%"
6628,35516,76453,"same","4,",True,"2",55950,"41.9%"
6629,35537,76470,"same","4,",True,"3",55953,"37.7%"
6629,35539,76470,"same","9,",True,"3",55954,"4.7%"
6629,35541,76470,"same","14,",True,"2",55955,"56.6%"
6630,35546,76483,"same","9,",True,"3",55975,"37.0%"
6630,35545,76483,"same","4,",True,"2",55973,"55.1%"
6630,35547,76483,"same","14,",True,"2",55977,"5.9%"
6661,35723,76626,"same","30,",False,"3",56455,"131,300"
6661,35720,76626,"same","24,",False,"3",56451,"137, 500"
6661,35718,76626,"same","18,",False,"3",56449,"181,600"
6669,35768,76657,"same","6,",True,"3",56511,"35%"
6669,35769,76657,"same","10,",True,"3",56512,"64.4%"
6669,35773,76657,"sum","22,23,",False,"2",56510,"80%"
6669,35771,76657,"sum","14,15,",True,"2",56508,"81%"
6669,35772,76657,"sum","10,11,",False,"2",56509,"94%"
6674,35808,76685,"same","2,",True,"3",56557,"$17.71"
6674,35799,76685,"same","5,",True,"3",56547,"$21.96"
6674,35806,76685,"same","1,",True,"3",56555,"$24.95"
6674,35814,76685,"percentage","1,3,",False,"2",56560,"29.0 percent"
6674,35804,76685,"percentage","4,6,",False,"2",56553,"31.2 percent"
6674,35798,76685,"same","4,",True,"4",56545,"$31.93"
6674,35802,76685,"percentage","4,5,",False,"2",56551,"68.8 percent"
6674,35812,76685,"percentage","1,2,",False,"2",56559,"71.0 percent"
6674,35810,76685,"same","3,",True,"3",56558,"$7.23"
6674,35800,76685,"same","6,",True,"3",56549,"$9.97"
6677,35829,76713,"same","6,",True,"3",56589,"12.8%"
6677,35828,76713,"same","38,",True,"3",56582,"17.2%"
6764,36472,77417,"same","6,",True,"3",57546,"$248,000"
6764,36474,77417,"same","8,",True,"3",57544,"$7,500"
7049,38025,80600,"same","3,",True,"3",60822,"14"
7049,38026,80600,"same","8,",True,"3",60823,"16"
7049,38027,80600,"same","13,",True,"3",60824,"22"
7050,38028,80604,"same","4,",True,"2",60827,"0.7"
7050,38029,80604,"same","9,",True,"2",60826,"1.3"
7115,38392,80895,"same","4,",True,"2",61520,"1,000"
7116,38398,80906,"dif","18,20,",True,"2",61540,"$1,296"
7116,38399,80906,"same","18,",True,"3",61541,"2,160"
7116,38396,80906,"same","7,",True,"2",61543,"40%"
7116,38400,80906,"same","20,",True,"3",61542,"864"
7120,38416,80936,"dif","31,32,",True,"2",61638,"326"
7120,38412,80936,"same","16,",True,"3",61634,"728 million"
7120,38415,80936,"same","4,",True,"3",61627,"8,558 million"
7120,38414,80936,"same","3,",True,"3",61623,"8,736 million"
7120,38413,80936,"same","15,",True,"3",61636,"910 million"
7121,38422,80952,"same","8,",True,"2",61687,"7.6"
7419,39683,84487,"dif","60,63,",False,"4",64676,"$53.2 million"
7419,39685,84487,"same","60,",True,"2",64678,"$874.1 million"
7419,39684,84487,"same","63,",False,"2",64677,"$927.3 million"
7422,39697,84507,"dif","24,27,",False,"3",64695,"$14.0 million"
7422,39699,84507,"same","24,",False,"3",64697,"$217.8 million"
7422,39698,84507,"same","27,",False,"3",64696,"$231.8 million"
7422,39700,84507,"dif","18,21,",False,"3",64692,"$28.4 million"
7422,39702,84507,"same","18,",False,"3",64694,"$387.5 million"
7422,39701,84507,"same","21,",False,"4",64693,"$415.9 million"
7423,39695,84498,"dif","7,8,",True,"2",64688,"$1,442"
7423,39695,84498,"same","6,",True,"2",64688,"$1,442"
7423,39693,84498,"same","2,",True,"2",64684,"$2,000"
7426,39713,84551,"dif","30,33,",False,"3",64713,"$11.1 million"
7426,39715,84551,"same","30,",False,"3",64715,"$117.3 million"
7426,39714,84551,"same","33,",False,"3",64714,"$128.4 million"
7426,39709,84551,"same","12,",False,"3",64717,"$133.2 million"
7426,39711,84551,"same","15,",False,"3",64734,"$137.4 million"
7426,39712,84551,"rat","12,15,",False,"2",64742,"3%"
7426,39710,84551,"dif","12,15,",False,"3",64721,"$4.2 million"
7426,39716,84551,"rat","30,33,",False,"2",64716,"9%"
7433,39746,84643,"same","15,",False,"3",64764,"$36.0 million"
7433,39745,84643,"same","13,",False,"2",64762,"$41.5 million"
7433,39742,84643,"same","35,",False,"3",64768,"$47.8 million"
7433,39744,84643,"same","33,",False,"3",64770,"$56.5 million"
7433,39740,84643,"dif","33,35,",False,"3",64766,"$8.6 million"
7434,39750,84666,"same","30,",False,"3",64784,"$11.1 million"
7434,39747,84666,"same","28,",False,"3",64776,"$15.0 million"
7434,39748,84666,"dif","28,30,",False,"3",64780,"$3.8 million"
7551,40280,85285,"rat","13,14,",False,"3",65438,"11.8 percent"
7551,40282,85285,"same","16,",False,"3",65414,"$123.2 million"
7551,40281,85285,"same","15,",False,"3",65412,"$183.0 million"
7551,40277,85284,"rat","12,13,",False,"2",65422,"29.1 percent"
7551,40279,85285,"same","14,",False,"3",65437,"$42.8 million"
7551,40278,85285,"same","13,",False,"3",65436,"$47.8 million"
7551,40283,85285,"rat","15,16,",False,"3",65416,"48.5 percent"
7551,40276,85284,"same","13,",False,"2",65420,"$551.8 million"
7551,40275,85284,"same","12,",False,"2",65418,"$712.7 million"
7553,40297,85290,"same","21,",False,"2",65469,"$172.0 million"
7553,40296,85290,"same","20,",False,"9",65468,"$182.5 million"
7553,40308,85291,"same","46,",False,"3",65458,"$209.8 million"
7553,40307,85291,"same","45,",False,"2",65456,"$276.9 million"
7553,40301,85290,"rat","22,23,",False,"2",65462,"28.9 percent"
7553,40309,85291,"rat","45,46,",False,"3",65459,"32.0 percent"
7553,40300,85290,"same","23,",False,"2",65461,"$552.9 million"
7553,40298,85290,"rat","20,21,",False,"2",65470,"6.1 percent"
7553,40304,85291,"same","44,",False,"3",65465,"$66.1 million"
7553,40299,85290,"same","22,",False,"2",65460,"$712.8 million"
7553,40302,85291,"same","43,",False,"2",65463,"$72.2 million"
7553,40305,85291,"rat","43,44,",False,"3",65466,"9.2 percent"
7667,40802,87011,"same","1,",True,"2",66150,"110"
7667,40804,87011,"dif","2,3,",True,"2",66158,"220"
7669,40813,87056,"same","1,",True,"2",66175,"15"
7669,40814,87056,"dif","1,2,",True,"2",66177,"150"
7669,40815,87056,"dif","2,3,",True,"2",66179,"200"
7701,40970,87725,"same","24,",True,"2",66406,"12,356"
7701,40972,87725,"same","23,",True,"3",66408,"568"
7734,41135,88318,"percentage","6,16,",False,"2",66627,".013"
7734,41128,88318,"same","7,",True,"2",66642,"17"
7734,41129,88318,"same","11,",True,"3",66643,"20"
7734,41137,88318,"percentage","7,16,",False,"2",66629,"227"
7734,41127,88318,"dif","6,14,",True,"2",66641,"37"
7734,41127,88318,"same","10,",True,"3",66641,"37"
7734,41138,88318,"percentage","10,16,",False,"2",66630,".493"
7734,41133,88318,"same","16,",True,"2",66625,"75"
7734,41132,88318,"same","16,",True,"2",66644,"75"
7734,41132,88318,"sum","14,15,",True,"2",66644,"75"
7734,41132,88318,"sum","8,12,",True,"2",66644,"75"
7736,41142,88348,"same","10,",True,"3",66651,"37"
7736,41143,88348,"same","14,",True,"2",66653,"38"
7736,41143,88348,"sum","6,10,",True,"2",66653,"38"
7736,41144,88348,"percentage","10,14,",False,"2",66655,"974"
7737,41150,88368,"same","14,",True,"2",66663,"38"
7737,41150,88368,"sum","6,10,",True,"2",66663,"38"
7737,41148,88368,"same","16,",True,"2",66659,"75"
7737,41149,88368,"percentage","12,16,",False,"2",66661,"760"
7737,41146,88368,"percentage","12,16,",False,"2",66667,".760"
7737,41151,88368,"percentage","10,14,",False,"2",66665,".974"
7737,41152,88368,"percentage","10,14,",False,"2",66669,".974"
7737,41153,88370,"percentage","10,14,",False,"2",66672,".974"
7842,41563,90606,"same","11,",True,"3",67272,"1.7%"
7842,41569,90606,"same","17,",True,"3",67270,"$191"
7842,41561,90606,"same","7,",True,"3",67268,"3%"
7842,41567,90606,"same","13,",True,"3",67274,"3.8"
7842,41562,90606,"same","9,",True,"3",67269,"6%"
7884,41792,90739,"same","29,",True,"3",67648,"10%"
7884,41793,90739,"same","27,",True,"3",67649,"6,080 million"
7886,41800,90742,"same","19,",True,"3",67656,"10%"
7886,41799,90742,"same","14,",True,"3",67655,"11%"
7886,41801,90742,"same","24,",True,"3",67657,"11%"
7886,41798,90742,"same","9,",True,"3",67654,"9%"
7893,41841,90769,"rat","24,26,",False,"2",67704,"0.8%"
7896,41862,90788,"same","22,",True,"2",67738,"4.0"
7896,41859,90788,"same","16,",True,"2",67734,"48.9"
7896,41858,90788,"same","14,",True,"2",67733,"52.7"
7896,41860,90788,"same","20,",True,"2",67736,"6.1"
7897,41857,90785,"same","15,",True,"3",67732,"73"
7897,41856,90785,"same","14,",True,"2",67731,"82.38 strokes per round"
7899,41868,90790,"same","14,",True,"3",67743,"79.36"
7901,41876,90792,"same","10,",True,"3",67751,"68"
7901,41875,90792,"same","9,",True,"3",67750,"77.54"
7938,42045,90865,"same","8,",True,"3",67936,"$0.01"
7938,42046,90865,"sum","7,12,",True,"3",67937,"8,000,100"
7940,42050,90873,"same","12,",True,"3",67941,"$13,189"
7940,42049,90874,"same","20,",True,"3",67940,"$3,163"
7960,42145,90981,"same","2,",True,"3",68097,".188"
7960,42149,90981,"same","3,",True,"3",68091,".306"
7960,42143,90981,"same","8,",True,"3",68093,"45"
7960,42146,90981,"same","9,",True,"3",68085,"54"
8271,43754,92751,"same","10,",True,"3",70865,"10%"
8271,43755,92751,"same","14,",True,"3",70866,"15%"
8271,43753,92751,"same","6,",True,"3",70864,"5%"
8291,43875,92780,"same","22,",False,"2",70990,"28.41%"
8291,43878,92780,"same","28,",True,"3",70992,"9.10%"
8294,43889,92783,"dif","10,14,",True,"2",71004,"1,683"
8294,43889,92783,"same","18,",True,"2",71004,"1,683"
8294,43888,92783,"dif","10,18,",True,"2",71002,"27,750"
8294,43888,92783,"same","14,",True,"2",71002,"27,750"
8294,43891,92783,"percentage","6,22,",False,"2",71006,"33.57%"
8294,43892,92783,"same","6,",True,"3",71007,"44,307"
8294,43887,92783,"percentage","10,18,",False,"2",71000,"5.72%"
8294,43890,92783,"percentage","6,10,",False,"2",71005,"66.43%"
8294,43890,92783,"same","26,",True,"2",71005,"66.43%"
8294,43886,92783,"percentage","10,14,",False,"3",70999,"94.28%"
8332,44118,92991,"same","2,",True,"3",71330,"$100,000"
8332,44119,92991,"same","4,",True,"3",71331,"$5,000"
8346,44154,93048,"same","9,",True,"3",71398,"$250"
8346,44155,93048,"same","7,",True,"3",71399,"$7,850"
8377,44318,93140,"same","4,",True,"2",71591,"$115,000)"
8377,44319,93140,"same","8,",True,"2",71592,"$150,000)"
8377,44321,93140,"sum","4,8,12,",True,"3",71595,"$355,000"
8377,44320,93140,"same","12,",True,"3",71593,"$90,000)"
8379,44335,93153,"same","12,",True,"2",71608,"$90,000"
8392,44377,93225,"same","3,",True,"2",71660,"$245,000)"
8392,44380,93225,"same","2,",True,"3",71663,"35%"
8392,44375,93225,"same","23,",True,"2",71658,"$700,000"
8392,44376,93225,"same","23,",True,"3",71659,"$700,000"
8392,44374,93225,"same","23,",True,"2",71664,"$700,000"
8415,44504,93357,"same","29,",True,"3",71884,"$23.12"
8415,44503,93357,"same","105,",True,"3",71882,"$25.50"
8416,44506,93369,"same","55,",True,"3",71889,"$0.62"
8416,44508,93369,"same","57,",True,"3",71891,"$0.93"
8416,44505,93369,"same","37,",True,"3",71888,"$295 million"
8416,44507,93369,"same","39,",True,"3",71890,"$437 million"
8422,44534,93425,"same","41,",False,"4",71921,"$1.25 billion"
8422,44536,93425,"same","43,",False,"3",71923,"$1.54 billion"
8422,44535,93425,"same","59,",True,"3",71922,"$2.62"
8422,44537,93425,"same","61,",True,"3",71924,"$3.29"
8424,44544,93442,"same","94,",True,"3",71934,"$137 million"
8424,44545,93442,"same","96,",True,"3",71935,"$1,866 million"
8432,44583,93532,"same","105,",True,"3",71997,"$25.50"
8432,44585,93532,"same","107,",True,"3",71999,"$26.79"
8654,45634,94842,"same","7,",True,"3",73455,"2.6%"
8654,45635,94842,"same","12,",True,"3",73457,"3.2%"
8654,45636,94842,"same","8,",True,"3",73459,"5.5%"
8654,45637,94842,"same","13,",True,"3",73461,"7.2%"
8656,45638,94844,"same","9,",True,"3",73462,"2.8%"
8781,46343,95235,"same","136,",True,"3",74274,"$1,647,716"
8782,46345,95236,"same","23,",True,"2",74275,"$391,425"
8865,46762,95943,"same","12,",True,"3",74895,"13"
8875,46805,96064,"same","11,",True,"2",74962,"4.5%"
8875,46804,96064,"same","8,",True,"3",74961,"5%"
8875,46810,96064,"same","4,",True,"3",74970,"50"
8875,46807,96064,"same","7,",True,"3",74966,"55"
8875,46806,96064,"same","5,",True,"3",74964,"5.5%"
8875,46808,96064,"same","10,",True,"3",74968,"60"
8875,46814,96064,"same","10,",True,"2",74974,"60"
8882,46845,96090,"sum","16,24,",False,"2",75057,"147,000"
8882,46843,96090,"same","3,",False,"2",75055,"79,000"
8925,47123,96349,"percentage","2,18,",False,"2",75389,"1.2%"
8925,47123,96349,"same","19,",True,"2",75389,"1.2%"
8925,47120,96349,"same","8,",True,"5",75390,"49.0%"
8925,47121,96349,"percentage","2,12,",False,"2",75391,"51.0%"
8925,47121,96349,"same","13,",True,"2",75391,"51.0%"
8925,47122,96349,"same","2,",True,"3",75392,"721"
8925,47122,96349,"sum","7,12,",True,"2",75392,"721"
8926,47126,96374,"sum","23,28,",True,"3",75395,"434"
8926,47125,96374,"sum","3,8,",True,"3",75394,"82"
8927,47134,96391,"same","7,",True,"3",75403,"329"
8927,47133,96391,"same","2,",True,"2",75402,"624"
8929,47141,96403,"same","19,",True,"2",75414,"11.6%"
8929,47138,96403,"same","9,",True,"3",75410,"11.8%"
8929,47139,96403,"same","14,",True,"3",75411,"13.3%"
8929,47137,96403,"same","4,",True,"2",75408,"63.9%"
8931,47148,96418,"same","28,",True,"3",75421,"195"
8931,47148,96418,"sum","3,8,13,18,",True,"2",75421,"195"
8931,47153,96418,"same","9,",True,"3",75424,"34.4%"
8931,47156,96418,"same","23,",True,"2",75427,"442"
8931,47154,96418,"same","14,",True,"2",75425,"5.1%"
8931,47152,96418,"same","4,",True,"2",75423,"52.3%"
8931,47155,96418,"same","19,",True,"3",75426,"8.2%"
8934,47160,96428,"percentage","17,22,",False,"2",75431,"1.3%"
8934,47160,96428,"same","18,",True,"2",75431,"1.3%"
8934,47158,96428,"same","8,",True,"3",75429,"18.6%"
8934,47161,96428,"same","22,",True,"3",75432,"231"
8934,47161,96428,"sum","2,7,12,17,",True,"2",75432,"231"
